timestamp,datetime,Counter #2010-[cumulative],Counter #2010-[count],Counter #2010-[A],Counter #2010-[B],Counter #2010-People Counting #5885-[A],Counter #2010-People Counting #5885-[B]
1746512400,05/06/2025 14:20:00,0,0,0,0,0,0
