timestamp,datetime,Counter #6251-[cumulative],Counter #6251-[count],Counter #6251-[A],Counter #6251-[B],Counter #6251-People Counting #4462-[A],Counter #6251-People Counting #4462-[B]
1746518400,05/06/2025 16:00:00,671403,22,13,9,13,9
