timestamp,datetime,Counter #6251-[cumulative],Counter #6251-[count],Counter #6251-[A],Counter #6251-[B],Counter #6251-People Counting #4462-[A],Counter #6251-People Counting #4462-[B]
1746517200,05/06/2025 15:40:00,671328,47,27,20,27,20
