timestamp,datetime,Counter #6251-[cumulative],Counter #6251-[count],Counter #6251-[A],Counter #6251-[B],Counter #6251-People Counting #4462-[A],Counter #6251-People Counting #4462-[B]
1746518700,05/06/2025 16:05:00,671427,24,12,12,12,12
