timestamp,datetime,Counter #6251-[cumulative],Counter #6251-[count],Counter #6251-[A],Counter #6251-[B],Counter #6251-People Counting #4462-[A],Counter #6251-People Counting #4462-[B]
1746517800,05/06/2025 15:50:00,671364,26,14,12,14,12
