timestamp,datetime,Counter #2010-[cumulative],Counter #2010-[count],Counter #2010-[A],Counter #2010-[B],Counter #2010-People Counting #5885-[A],Counter #2010-People Counting #5885-[B]
1746515700,05/06/2025 15:15:00,0,0,0,0,0,0
