timestamp,datetime,Counter #6251-[cumulative],Counter #6251-[count],Counter #6251-[A],Counter #6251-[B],Counter #6251-People Counting #4462-[A],Counter #6251-People Counting #4462-[B]
1746519000,05/06/2025 16:10:00,671452,25,13,12,13,12
